1	0.910772187664015
0	0.0754787028845064
1	0.910772187664015
1	0.910772187664015
0	0.07547870288429
0	0.07547870288429
0.4	0.565028078457671
0	0.0763612616394842
0	0.0754787028876869
0.2	0.0765985457600664
1	0.910772187664015
1	0.910772187664015
0	0.0754787028871061
0	0.07547870288429
1	0.910772187664015
1	0.910772187664015
0	0.0754796820532069
0.2	0.081636828084897
0.5	0.410869850338609
0.1	0.0754853718313189
1	0.910772187664015
0	0.0754787028873592
0	0.0754787028844816
1	0.910772187664015
0	0.07547870288429
0	0.0754893248148306
1	0.910772187664015
1	0.910772187664015
1	0.910772187664015
0	0.0754787065836655
0.5	0.763209079572745
0.3	0.150799366976997
0	0.0950675630292286
0.4	0.179508214169998
0.2	0.128737960155462
0.2	0.0755066530791584
1	0.910772187664015
1	0.910772187664015
0.2	0.0775271188487405
1	0.910772187664015
1	0.910772187664015
0.5	0.657460592819202
0.5	0.684544597390527
0	0.0756923883486399
0.5	0.32444650869449
0	0.0754787028842901
1	0.910772187664015
0	0.0754787092790426
0	0.0754787056380014
1	0.910772187664015
0.5	0.426337789812334
0.2	0.0755066530791584
0	0.0754788313752897
0.5	0.456126885073053
0	0.0754871703263329
0	0.0755087188081484
0.1	0.0756112780690595
0	0.0755224091581791
0.4	0.196251513631179
0	0.075478703134949
0	0.0754787065836655
0	0.0950675630292286
0	0.0754788053142424
0	0.0754787028844816
1	0.910772187664015
1	0.910772187664015
0	0.0754787029459054
0.6	0.704285846989142
1	0.910772187664015
0	0.07547870288429
1	0.910772187664015
1	0.910772187664015
0	0.0754787028842901
0.3	0.154679181800137
0	0.0754787029459054
0.2	0.0845818617423531
0	0.0754893248148306
0.2	0.0766060179083295
1	0.910772187664015
1	0.910772187664015
0.5	0.254423486025881
0.6	0.809371381615774
1	0.910772187664015
1	0.910772187664015
0	0.0754794174484329
0	0.0755224091581791
0.5	0.418192372249589
1	0.910772187664015
0	0.0950675630292286
0.7	0.77387698677657
0.1	0.0814986150169734
0.8	0.877128562688347
1	0.910772187664015
1	0.910772187664015
1	0.910772187664015
0	0.0754893248148306
1	0.910772187664015
1	0.910772187664015
0.2	0.135637157309002
0	0.0950675630292286
1	0.910772187664015
0	0.0950675630292286
1	0.910772187664015
0	0.0950675630292286
0.5	0.254423486025881
1	0.910772187664015
0.6	0.436338429628853
1	0.910772187664015
0.3	0.118342005107102
1	0.910772187664015
0.2	0.207730217434598
0.1	0.0756112780690595
1	0.910772187664015
0	0.0754787028843125
0.4	0.21748528033801
0.4	0.131576533821842
0	0.07547870288429
1	0.910772187664015
0.6	0.704285846989142
0.8	0.855388474990003
0.6	0.81220861202643
