"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","r","depth"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0.033538333314274,0.0314299377854033,0.030103864029411,0.0272313633106712,0.0251590676087558,0.023441205740201,0.0228256700601306,0.0207324058232324,0.0173812804541998,0.0150115998190374,0.0133205135310012,0.0127659198165587,0.0116763897770119,0.0111769386006598,0.0109457492700553,0.0137049830480137,0.0521735637609744,0.0303928944919601,0.000995743261936442,4.65825743408867e-07,0.3,3
0.0139763046683911,0.0132387121686162,0.0118227660236222,0.0111823100740289,0.0107219140023375,0.00950768388677939,0.00936607012614643,0.00867615302811539,0.00736167406100119,0.00632550369077702,0.00591867634992775,0.00527490537218088,0.00520743214980565,0.00484020174848012,0.0046382741736627,0.00569068915299132,0.0185209790647012,0.010613479390973,0.000270579718658543,1.65284712007663e-07,0.4,4
0.0382825443028241,0.0348400672139758,0.033223758401258,0.0300594176398784,0.0275718904256281,0.025687191103816,0.0259205022164606,0.0248721028592834,0.0192644967688462,0.0141910117633836,0.0126738158211115,0.0120943316451404,0.0108633422856943,0.0108971938869356,0.0106727616194654,0.0172046798996459,0.0978493785695676,0.0595099906173017,0.00152473712172483,9.45569019642036e-07,0,0
0.0405451272201535,0.0375862189672115,0.034847620764669,0.0320040603457684,0.0304603652426097,0.0279811534280214,0.026296981575754,0.0252300039842389,0.0218037490733696,0.0187253788272797,0.0167987448924111,0.0162355822775827,0.0146861114093052,0.014568498846483,0.0135899242959229,0.0163559287522099,0.0514264990211243,0.0287979659559036,0.000805670479193723,4.45641080076081e-07,0.4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0.0104737571969694,0.0101756358208874,0.00941336696977175,0.00846992389949462,0.00779374794871604,0.00772468117790274,0.00731092363136246,0.00688419640513078,0.00602854930918152,0.00535914298398607,0.00471385020417952,0.00414021099693493,0.00432044965563962,0.00389454013569856,0.00378273193167394,0.00404112116191681,0.0120469247071207,0.00653012535652062,0.000180207107629995,9.82390051319102e-08,0.5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0.00832710108173432,0.00757520559051609,0.0067448337523055,0.00595749117988965,0.0058131113819465,0.00554704614753024,0.00545913171385978,0.00548595866123561,0.00410728845830143,0.00258234993417603,0.0020769903797842,0.00192724258983951,0.00196204308232264,0.00178363941023636,0.00190166878270017,0.0044693173022133,0.0315440645606442,0.0199870812882642,0.000656705588743316,3.19784799365079e-07,0,0
0.000752220470717022,0.000689358675424193,0.000651457525998905,0.000597382211275315,0.000536753147235906,0.000511900492610837,0.000481058237547893,0.000446791735084839,0.000403446907498632,0.000370406568144499,0.000333708100711549,0.000299751614668856,0.000290499315818281,0.000280998056923919,0.000267448713738369,0.000284628910782704,0.000735476081007116,0.000394061078270389,1.09305647071702e-05,5.94588538752053e-09,0.8,8
0.111509959736997,0.102625441695114,0.0952061074482848,0.0867454651994367,0.0809691996645928,0.0772882111520833,0.0751919174057563,0.0719807980400428,0.0545952580204064,0.0406601594569704,0.0362491700324086,0.031911109939295,0.0315792046302367,0.0299413948011472,0.0314316415125019,0.0525484801151921,0.318141664674238,0.1978288592115,0.00581107499062201,3.09860914164313e-06,0,0
0.0378194622364731,0.0353872756065132,0.033536434553344,0.0303876240570827,0.0286974469636635,0.0262218537200306,0.0263645652610978,0.0249068007412905,0.019402697995947,0.0164821491494422,0.0150527635731442,0.0132245577574898,0.0126187231513301,0.0123878508478769,0.012429210487758,0.0159534603775236,0.0701661745381518,0.0415671892339077,0.00126052434782139,6.52714679090859e-07,0.1,1
0.00974843940149818,0.0093293337886828,0.00861758418252509,0.0078878557919632,0.0076242119984611,0.00687682606144375,0.00657138921292173,0.00589717242450505,0.00508381790117349,0.004188786430976,0.00356348403950659,0.00348587899982875,0.00314103091904552,0.00303121045448626,0.00316283243048968,0.00448206737133061,0.0180759402670603,0.0109507423764866,0.000301166060979848,1.67324261596059e-07,0.2,2
0.0148972088924648,0.0135821491844904,0.0124491692248174,0.0115064206678108,0.0108118321110767,0.0104427175765943,0.0095807740196005,0.00937176503338571,0.00775955091840463,0.00686536947055742,0.00649071554690749,0.00610534465251926,0.00568689224968286,0.00560536438077502,0.00531730331083908,0.00582072740911056,0.0154974848039658,0.00836469519554594,0.000229119985544404,1.3279913022277e-07,0.5,5
0.0186458236558531,0.0174290157156039,0.016761567870018,0.0149503235918181,0.0137848878099869,0.0133782874287034,0.0125460845326219,0.0113101846015169,0.0101488655413141,0.00862416413304299,0.00794477390620958,0.00777628929395064,0.00686428269991212,0.00663333984039838,0.00623671803331686,0.00764865064149047,0.0245338942305116,0.0137412670225664,0.00037666401974593,2.11106397487685e-07,0.4,4
0.0309643541284529,0.0284753801714677,0.0264331106605921,0.0232409399515595,0.0218866219218906,0.0213736329072755,0.0207157339320441,0.0202504053149955,0.0142895164621559,0.0100817417245315,0.00879828051645998,0.00774605968793309,0.00740626515922529,0.0076930857700505,0.00723634293309416,0.0158083309255257,0.11167991628284,0.0707197512667855,0.00209275456478452,1.11957681818829e-06,0,0
0.091309466433379,0.0855623160745758,0.0783918552986024,0.0702677841848631,0.0650647995435438,0.0630743096482151,0.0613967016767102,0.0621571996778736,0.0437357282834229,0.0304788108915409,0.0248800911096383,0.0230276016082709,0.0212454534246844,0.02251658509198,0.0230609415829055,0.0476098953155343,0.338671962540686,0.214132331803452,0.00611384572131453,3.35873045456486e-06,0,0
0.118279036306924,0.109889752705976,0.101217501898759,0.0917110127214655,0.087456529270391,0.081090603615675,0.0801595101072456,0.0792241149925997,0.0566387906897743,0.0415179447991893,0.0356338762569859,0.0318759396960609,0.0306850862706797,0.0308983196074964,0.0314105552413944,0.057947244712062,0.390143346892245,0.244624677585605,0.00710227633550504,3.83341660231527e-06,0,0
0.0764355253259124,0.0699269064988217,0.0636888040881801,0.0584852476953767,0.0553430764737766,0.0511485492868496,0.0505806601960164,0.049596717147574,0.03698480505746,0.025161964530596,0.0217149134331292,0.0191816384287176,0.0179176275606305,0.0186281466828685,0.0189166918359191,0.0378139962897973,0.274556687415206,0.172895558251226,0.00477734999508351,2.7191608558347e-06,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0.0262680869939262,0.0248849303987734,0.0226594729073771,0.0204367461342271,0.0200712953602818,0.0183516113483628,0.0170596324210724,0.0168405772537649,0.0137732926141396,0.0114352124378573,0.0102488454354643,0.00961586632249579,0.00909217451071411,0.00880318468918995,0.00839552099428008,0.0103674323767158,0.0428241011755173,0.0250959730958543,0.00065861966902381,3.88130921436782e-07,0.2,2
0.0534422457535195,0.0491298542745528,0.0448648281639259,0.0418901008027506,0.0377803930481887,0.0364466479373481,0.0352399935209219,0.0362109072668538,0.024678796670626,0.0174888871619683,0.0147641651018026,0.01343770505973,0.0125426578641467,0.0131220882393068,0.0133801189766554,0.0270399242058347,0.195980022829206,0.121830740206089,0.00373436423317138,1.91936883701149e-06,0,0
0.0355872509037136,0.0328803536899269,0.0311916126019932,0.0283197692958672,0.0264628838897357,0.0240836312553635,0.0238549623686182,0.0224673261209604,0.0177071510732016,0.0153404355431249,0.0140857202037123,0.0134636704534313,0.0121060207978395,0.0120314376711655,0.0111819895307574,0.014400900538172,0.0540454909671242,0.0310485634687448,0.000886831073123373,4.87791313163383e-07,0.2,2
0.132805058297976,0.12256793256338,0.114306632667414,0.105051632619777,0.0968132301566141,0.0921651976555096,0.0906884239307313,0.0879171294269137,0.0636362233959169,0.0464508257423432,0.039112711543821,0.0350975524557149,0.034025795525103,0.0341630265235458,0.0345970944795968,0.0670280351408171,0.436364831517272,0.272212584865252,0.0080194401458228,4.3134238217734e-06,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0.00411219539402723,0.00354933901801251,0.0033070773576818,0.00317009083942144,0.00292868624539077,0.0026822223875456,0.00253603415940223,0.00257641160473435,0.0020871628514302,0.00186964238473865,0.00186019385195313,0.00149090430390148,0.00171783493558096,0.00143477857171013,0.00137986344363604,0.00148331685897398,0.00386160143878053,0.00199844826134392,5.73332648932677e-05,3.11743428111658e-08,0.8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
