"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","r","thickness"
"1",0.00221187480905852,0.00217134234097716,0.00213370254868738,0.00209882448085703,0.00205848302787512,0.00202936723226188,0.0020025157931758,0.00196563400252396,0.00193395191703039,0.00190262523663396,0.00186684114409817,0.00184131770360131,0.00181575533056566,0.00177568822614423,0.00173510279283655,0.00169321221793967,0.00165379276070736,0.00161553468801044,0.00159364045219662,0.00157895683273052,0.00156185437325415,0.00154687718555578,0.00152968047544829,0.0015077866356525,0.00149189639600524,0.00148039590909701,0.00147180955983246,0.0014662806252446,0.00146059918715194,0.00145295860155069,0.001443172224437,0.00143696022129792,0.00143500813199301,0.00144020592570612,0.00145010377587601,0.00146287762316649,0.00147544415125545,0.00147296924505396,0.00144979065902015,0.00137452285567488,0.00127492178009264,0.00114876669354156,0.000984242463890392,0.000873095705510965,0.000789835563382868,0.000734620535947559,0.000691489091291127,0.00066801466484055,0.000648397380992726,0.000624158261967067,0.000604620743519629,0.000584216644319636,0.0005613687590346,0.000544726301374258,0.000531560770580892,0.000519684627090881,0.000513270328465283,0.000508175737860959,0.000504062173334711,0.000497904462554199,0.000492294716200106,0.000486456791910714,0.000481536882575082,0.000481633873153442,0.000483748801982387,0.000490604854353902,0.000496853987974304,0.000501259462960316,0.000505950463004022,0.000506614744314464,0.000507709136080539,0.000508879214102686,0.000511825286524032,0.000516147862721352,0.000524298274126748,0.000551017781117461,0.000614372406417026,0.000782872229192817,0.00134558856861488,0.00231555170921569,0.00393765587128211,0.00681332486138647,0.00928086191794444,0.0111069864039897,0.011495711320724,0.0101177600811216,0.0077481175977027,0.00515923011554342,0.00254707892332204,0.00123718254516833,0.000521457666957361,0.000145169411297228,4.45251282497441e-05,1.19295683197461e-05,1.60733321563797e-06,2.66479584414387e-07,4.623125205041e-07,1.48799616601239e-07,7.11940534527976e-08,2.36197438135902e-07,0.1,1
"2",0.00200579970094119,0.00198398480253537,0.00196218486504001,0.00193885099077154,0.00190419117163388,0.0018738721003432,0.00184381684184416,0.00180886365759944,0.00178456455540698,0.00176314372499265,0.00173563064893875,0.00170974690972012,0.00167992149702228,0.00164426977995972,0.00162013259147845,0.00159859955089517,0.00157490860037694,0.001538591977592,0.00150886538273276,0.00148547778891514,0.0014681907755245,0.00146025234441333,0.00145022045649044,0.00143190283017745,0.00141367910106665,0.00139132766565149,0.001363697832642,0.00134521578367233,0.00133212067632108,0.00132194807964233,0.00130793733220567,0.00129389745228729,0.00128053239255523,0.00126479868676726,0.00125318095497594,0.001241632976626,0.00122734028947116,0.00121378038888598,0.00119598292221704,0.00116117359346975,0.00112209799232563,0.00107731711589254,0.00102109704572994,0.000984944590617903,0.000959137400496601,0.000940826726278384,0.000923666967852387,0.000912284954506183,0.000899067453700842,0.000880661288502165,0.000862558659508585,0.000843676059155873,0.000820589723488285,0.000805973347146615,0.000795443427298635,0.000785543965417633,0.00077841881666177,0.000769081314331548,0.000757387484072757,0.000740430232777734,0.000727377029390336,0.000717542802186848,0.000709002245736128,0.000703818648847987,0.00070028148259863,0.000695519355352133,0.000691465852495545,0.000687234033491882,0.0006819147059818,0.000677571151588351,0.000672622084750998,0.000665785691564748,0.000659283785489478,0.000651408663628148,0.000643703591951663,0.000639769278021092,0.000648467247312623,0.0006849549386203,0.00081716610512226,0.00104854630454949,0.00143710591153728,0.00211885450320169,0.00269081653069739,0.00308755783403955,0.00309824594422515,0.0026865573664076,0.00203593538107944,0.00134610986861465,0.000660365555769403,0.000319315678533173,0.000134086868956414,3.73243596508239e-05,1.16294555053932e-05,3.38140807060153e-06,1.05741163567888e-06,2.07992539856606e-07,0,1.43202706590381e-07,3.25439829238484e-07,3.40808271717152e-07,0.5,5
"3",8.59767206711695e-08,2.98186631524004e-07,4.27176253171638e-07,0,1.72630260349251e-07,1.59537130151875e-07,9.27115735830739e-08,4.53165081562474e-07,2.15493549127132e-07,1.60848117084242e-07,5.71721388027072e-07,3.55619741487317e-07,4.37448755837977e-07,0,1.85758558101952e-07,1.04689284344204e-07,3.82811128045432e-07,2.14986604405567e-08,2.64110637363046e-09,1.50554575840943e-07,1.44877835176885e-07,3.14240746549331e-07,3.3790996868629e-07,5.88495475822128e-07,2.38697827560827e-07,0,0,4.69862410449423e-07,2.44730479666032e-07,4.19269062811509e-07,4.08686446025968e-07,2.32404112583026e-07,8.49865140626207e-08,2.84237400861457e-07,5.0179477664642e-08,3.00254847388715e-07,2.89628322003409e-07,4.1978298407048e-07,1.30595716764219e-07,1.02695913868956e-07,3.77973328926601e-07,1.95236361119896e-07,0,3.38362272595987e-07,6.04655346134678e-07,8.07842006906867e-10,1.60347192781046e-07,1.82729964493774e-07,4.3543255305849e-08,3.511647694977e-07,1.08150205109268e-07,8.52313730865717e-08,4.37445721821859e-07,4.05913102207705e-07,1.68724411749281e-07,2.2593023290392e-07,0,9.49928518384695e-08,4.67174988007173e-07,5.65121452091262e-08,4.28403498604894e-07,3.10296505922452e-07,8.08147341012955e-09,0,1.4810113364365e-07,3.57127454015426e-07,2.16755878296681e-07,2.95380450901575e-07,2.11434557568282e-07,4.49329078313895e-07,3.14885866246186e-07,2.56076520658098e-07,1.4663649816066e-07,3.64499371964484e-07,4.29077656357549e-07,2.44195170002058e-07,4.69371580984443e-08,1.17109137238003e-07,1.45473695010878e-07,4.61275987210684e-07,4.52338655479252e-07,6.99349321657792e-08,3.78109140787274e-07,2.18351090559736e-07,3.11518008587882e-07,2.10903927101754e-07,8.60048826318234e-07,3.6416057520546e-07,4.50975887826644e-07,2.43449601111934e-08,3.47395892720669e-07,5.71171184885316e-07,0,1.0923487576656e-07,3.7620438192971e-07,5.35325194126926e-07,0,6.49047800106928e-08,3.16487185540609e-07,3.22080018697307e-07,0,0
"4",0.00190587820850422,0.00188046919354553,0.00185487759313635,0.00183188772765718,0.00180204457798449,0.00177337285974614,0.0017392043903532,0.00169590440550998,0.00166516582121031,0.00164315041946737,0.00162328777157131,0.0016083120918281,0.00158808041222124,0.00155944597954963,0.00153535582185748,0.00151278104674186,0.00148870563516,0.0014519692311912,0.0014225785593891,0.00139841790858548,0.00137785895065972,0.00136571580635994,0.0013539499259343,0.0013383520674807,0.0013248306154446,0.00130775862431387,0.00128521250106879,0.00126842393913377,0.00125541528546077,0.0012442611876477,0.00123035808844643,0.00121658980675305,0.00120349280972439,0.00118996399194974,0.00118013967556396,0.00116991979729607,0.00115694286162453,0.00114650935197295,0.00113142789636868,0.00110201782790834,0.00106966069842619,0.00103067660913214,0.000984162532241151,0.000953625606727753,0.000930175389661444,0.000912691401801579,0.000894305486312558,0.00088115466513164,0.000867296111647184,0.000848017235269296,0.000831478442239576,0.000814808481987388,0.000794207580900237,0.000780568381364263,0.000769019858616107,0.000758354767461199,0.000750375770939521,0.000740203446700879,0.000729360308691102,0.000714757833651329,0.000704523096352308,0.00069575578037746,0.000688012883638658,0.000682782841458873,0.000679454141126646,0.000675384125525892,0.000671434553730898,0.000666845728525212,0.000661892684958245,0.000657813811044295,0.000653750094211276,0.000647056026309575,0.000639674547387354,0.000631930714432757,0.000623668187567844,0.000617196931850475,0.000623075643183722,0.000650907081831324,0.000760177402906855,0.000953238262358503,0.00127572138927857,0.00184162262441334,0.00231325008860397,0.00263680535649825,0.00263294879958055,0.0022758019936145,0.00172217258266466,0.00113630606115881,0.000557608502401313,0.000269397128207919,0.000113044144849495,3.1015650940764e-05,9.85048387867018e-06,2.83064320703465e-06,8.71689620405566e-07,2.19845130907794e-07,3.45163544307544e-07,3.2006657163529e-07,2.98871994915551e-07,1.64226735171847e-07,0.5,5
"5",0.0131599867428235,0.0129654878103428,0.012755481671881,0.0125409238681521,0.0122818006831886,0.0120898755924522,0.011913803504113,0.0117133499729486,0.0115667657310508,0.0114297887365194,0.011261283423021,0.0111193279028859,0.0109656284994065,0.0107620308819819,0.0105898305079345,0.0104035565782753,0.010207781904501,0.00997056558385541,0.00981095073218925,0.00968519398927639,0.00956197393100768,0.00947156852247897,0.00937893431034108,0.009257197387056,0.00915170229654732,0.00903697543730298,0.00889023174895489,0.00878189352935851,0.00869051371101099,0.00861955927283403,0.00855563196407258,0.00851729651118942,0.00848826218995326,0.00846167216767018,0.00844352477126117,0.00842065470282174,0.0083718195712968,0.00829164699591219,0.00814016361048552,0.00779107077554072,0.00736582842224061,0.00684371519713464,0.00617756530177674,0.00572954950243216,0.00539913263701244,0.00517651081299047,0.0049916411671537,0.00487514074240419,0.00476464484371527,0.00462383807690839,0.00450874847710163,0.00439497992938352,0.00426173507603425,0.00416726592002546,0.00408614335785496,0.00400379602351211,0.0039551687238698,0.00391512304591798,0.00388086028643652,0.00383986381076886,0.00380473789268321,0.0037692162795545,0.00372898496118929,0.00370708058109082,0.00369724181010201,0.00369687471773835,0.00369947955934073,0.00370116618778007,0.00369578522405804,0.00368814058190229,0.00367554991650549,0.00365827183851247,0.00364474520015864,0.00363475684040217,0.00363925181405262,0.00370989445488605,0.00392665864133269,0.00453379436803045,0.00657243694057813,0.0100920401788814,0.0159679984285949,0.0263505917180066,0.0352055230460122,0.0416662290394142,0.0427805114488562,0.0375083817044039,0.0286485760699681,0.0190406729766827,0.00938767957232679,0.00455434751406424,0.00191979822888717,0.000535273057127965,0.000164775109878662,4.45939617014509e-05,6.90077677386887e-06,9.58468579137416e-07,2.86660097550121e-07,3.61105824184632e-07,3.94197097720772e-07,1.96712256243687e-07,0.5,5
"6",0.0100188814995311,0.00986304698406108,0.00970259213575664,0.00954158563521292,0.00934866840437851,0.00920536514460863,0.0090726052723262,0.00891605958315745,0.00879672647657432,0.0086840110419524,0.00854940981771243,0.00843862981233479,0.00832039031147007,0.00815702925298139,0.00801212404290548,0.00785820051249617,0.0077014085447502,0.00752330792906898,0.00740666715027751,0.00731595362352557,0.00722542552237231,0.00715539773377428,0.00708218486944395,0.00698704082306493,0.00691020606066254,0.00683270768439248,0.0067406570327383,0.00667326912484054,0.00661508995875877,0.00656551040491332,0.00651721440543802,0.00648833589441488,0.00646910211011691,0.00645921814054036,0.00645937918938602,0.00646057358264023,0.00644681414005068,0.00639892457231482,0.00628513030381043,0.00600237865428986,0.00564579001046843,0.00520497572222565,0.00463960827595611,0.00425667835173532,0.00397495426677948,0.00378487534089869,0.00362986012284619,0.00353664217600795,0.00345148531476612,0.00334230399934142,0.00325402541251942,0.00316660478050485,0.00306350589645974,0.00299214282196359,0.00293087894336994,0.00287016919002052,0.00283472717436331,0.00280673368796841,0.00278202605436823,0.00275219074506461,0.00272628812970502,0.00269962744254001,0.00267351542491817,0.00266059119130786,0.00265765697780979,0.00266585381381059,0.00267336600617005,0.00267920071193824,0.00268070108178068,0.00267781136602829,0.00267117042598091,0.0026639992276525,0.00265952596608335,0.00265951200708953,0.00267192806310248,0.00274224410881487,0.00293764272906262,0.0034765874073955,0.00527909485864902,0.00838907881118199,0.0135838789357094,0.0227737758240422,0.0306274382148162,0.0363885260549125,0.0374654672283944,0.0328931115361547,0.0251456968184729,0.0167229972619374,0.00825036455128724,0.00400379039437068,0.00168793940059533,0.00047078343230527,0.000144565371233193,3.84871194741946e-05,5.70203467816655e-06,7.12389761682187e-07,4.38013652411592e-07,4.02080816452617e-07,0,1.78547454264626e-07,0.5,5
"7",0.000928654687617292,0.000914715916105419,0.000900896333403435,0.000890136806631984,0.000877573760660343,0.000863646902641737,0.00084593443223157,0.000823119986083422,0.000806209236218565,0.000795379341493311,0.000785153566771469,0.000779459221129462,0.000771277510372948,0.000758879749943335,0.000748242939116666,0.000736921682420228,0.000724225284547309,0.000706836259385257,0.000691634073745913,0.000679141924382291,0.000668145558674568,0.000661303177215736,0.000654694731306757,0.000646915026896008,0.000640422653118039,0.000632930296591152,0.000622870695596932,0.000616049531458198,0.00060911080617232,0.000603549185894473,0.000596268494457897,0.000590562168466649,0.000583373086103823,0.000576335606161018,0.000570867429525089,0.000566340978146477,0.000559945790224672,0.000554486701946994,0.000547235308021131,0.000533420231365907,0.000518393891142112,0.000500230701685499,0.000478987727021978,0.000465262202029495,0.00045497433946218,0.000447187352963342,0.000437724526634396,0.000430689153529515,0.000423732035979679,0.000414547792370256,0.000405528740099682,0.000397065783394146,0.000387122017685739,0.000380259271588849,0.000374580035965808,0.000369176603424465,0.000365566477326264,0.000360706385004976,0.000355162978090755,0.00034842913659801,0.000343379939427129,0.000339786771313216,0.000336459622345198,0.00033447313090609,0.00033275488836456,0.000330463711180305,0.000328160172986863,0.000326901263888809,0.000323963558086594,0.00032199863633584,0.000320023166952452,0.000317084248246504,0.000313849590288565,0.000309272401473335,0.000304915205544616,0.000301420944890214,0.000302674532811397,0.000316466123593566,0.000367578716502543,0.000457096125358837,0.000608488646762208,0.000873456880128278,0.00109356717033632,0.00124308164820329,0.00123900315905824,0.00107053661602616,0.000809417990852444,0.000534097509948921,0.000261958907091434,0.000126349211240403,5.35969122065395e-05,1.4505425004483e-05,4.83814947411716e-06,8.15027838877201e-07,4.79326670494848e-07,3.56400695839511e-07,1.91709406347199e-07,5.60794507328889e-08,4.07261042564177e-07,2.35625401357909e-07,0.5,5
"8",0.000737488401388796,0.000723475813206749,0.000711334178242959,0.000699483359601204,0.000686410718019251,0.000676104275151373,0.000667238185552418,0.000655143928042922,0.000644688079005148,0.000634236523134916,0.000622225371257702,0.000613771032862322,0.000604594211864029,0.000592053155695181,0.000578057490578989,0.000564844019853937,0.000551465792588009,0.000538676582496528,0.000531032908008327,0.000526605488244625,0.00052083989022592,0.00051522460821885,0.000509902215531765,0.000502135944503387,0.000497723303361583,0.00049385168690241,0.000490427087167013,0.000489036909677708,0.000487077540163436,0.000484754927391273,0.000481030179364024,0.00047895777656487,0.000478894582394358,0.000479725225268723,0.000483162280605373,0.000487486201923167,0.000491727457338179,0.000490919819734997,0.000483202622739509,0.0004580340208929,0.000424780817429495,0.000382187358413828,0.00032778481287014,0.000290836792602292,0.000263179240218919,0.000244797960983571,0.000230292442157915,0.000223076118661484,0.000215625875727414,0.000207888843260259,0.000201213729011129,0.000195158752754657,0.000187462869894086,0.000182120276368726,0.000177237630789672,0.000173020462229055,0.000171061336227426,0.00016942573027627,0.000168026348727233,0.000166581432653726,0.000164025470129529,0.000162096375637113,0.00016049055625481,0.000160496756608237,0.000161029971234581,0.000164086613380183,0.000165926314280509,0.000167498931049802,0.000168686221116442,0.000168489331509338,0.000169484471609182,0.000169530604854049,0.000171162539429384,0.000171898891085216,0.000174125190198354,0.000183591662454689,0.000204626598115269,0.000261798807234873,0.000448814616754406,0.000771700821963782,0.00131278246826656,0.00227108322562919,0.0030934872809783,0.00370264116258697,0.00383192187000185,0.00337257386906639,0.00258257721443833,0.00171996603760999,0.000849147585812998,0.00041176110917295,0.000174042865818159,4.84446385263907e-05,1.4511607656089e-05,4.31251922550201e-06,9.81046855250962e-07,3.45801304871711e-07,1.46743716162063e-07,5.49358827799635e-07,6.11304724116962e-08,6.52744329525393e-07,0.1,1
"9",0.00316275196710972,0.00312448591440992,0.00308338637787146,0.00303917518784473,0.0029818603898701,0.00293842704579688,0.00289899614650816,0.00285391153622269,0.00281968359257476,0.00278661734163178,0.00274394829642062,0.00270601978482746,0.00266611623191518,0.00261919685787234,0.00258349537499115,0.00254630832244575,0.00250261839892564,0.00244086819161984,0.00239567774404525,0.00236203329602902,0.00233595515799264,0.00232217825164126,0.00230678198752091,0.002277610165485,0.00224557667292234,0.00220751722085943,0.0021604273985326,0.00213066299166234,0.00210956698804612,0.00209504593698724,0.00207831776441667,0.0020610889283444,0.00204295812856089,0.00202033488984504,0.00200437452286854,0.00198824243083671,0.00196634808394963,0.00194290655233213,0.00190887507556771,0.0018424564477973,0.00176942436425927,0.00168310931325287,0.00157685651617392,0.00150765408048469,0.00145797224372678,0.00142378330963226,0.00139410522608672,0.00137342844645269,0.0013519370115923,0.00132411137701176,0.00129866946025036,0.0012713543512493,0.00123741239321134,0.00121325775467703,0.0011940843882465,0.00117554146755983,0.00116242643177104,0.00114987427517136,0.00113382334741149,0.00111277532483238,0.00109667478898662,0.00108225454316571,0.00106713338609326,0.00105780532849416,0.00105154846833269,0.00104608663005396,0.00104176836337999,0.00103764777804555,0.00103082512220995,0.00102506721331167,0.00101665641024538,0.00100487147502564,0.000994066547700489,0.000982628324336685,0.00097394637627598,0.000973045713687531,0.000995981666079148,0.00107412686140056,0.00134564119277473,0.00181895797008506,0.00260986416769115,0.00400049925397281,0.00517391712140886,0.0060051633739938,0.00607917402157773,0.00529239736370167,0.00402371751702321,0.00266513307478592,0.00130972148774422,0.000634312371205502,0.000267039824727919,7.3739162469934e-05,2.27443044909369e-05,6.24758272059914e-06,5.99508058103992e-07,5.82845332547908e-07,5.91505061888375e-07,5.59947847204096e-07,2.85130066137547e-07,1.07938072847597e-07,0.7,7
"10",0.00132497316548387,0.00130301888192661,0.00128279187287147,0.00126862584227702,0.00125126152347434,0.00123146454023366,0.00120566422603085,0.00116915134044604,0.00114585817656394,0.00113018376531863,0.00111790219304228,0.00111036976965996,0.00110106047852583,0.00108576068964613,0.00107081981800853,0.00105474933130179,0.00103599693063817,0.00100819421146361,0.000985502232184596,0.000966932633441791,0.00094973711815602,0.000938513238945592,0.000928447384996926,0.000916493331575097,0.000907834834425775,0.000898741169398275,0.000885835320928326,0.000875481028983707,0.00086583666120929,0.000858373159164225,0.000847224383037667,0.00083693710075387,0.000827707957750165,0.000816968998471268,0.00080929148088793,0.000801465597638153,0.000792427779886198,0.000784734478612512,0.000775058316176112,0.000756133602070566,0.000734387690723345,0.000710728234184514,0.000682964818030132,0.000663663402456972,0.000650279944888702,0.000638577765642164,0.000626656503902454,0.000615931803026679,0.000605246095446556,0.00059131410269427,0.000579899870793587,0.00056768746780216,0.000554610424014646,0.000543730668636482,0.000534982854782969,0.000525755012181374,0.000519871264195184,0.000513603841162273,0.000506364714631268,0.00049769932465041,0.000491942279163737,0.000487382857068601,0.000482168639356586,0.00047945680200476,0.000477040821796469,0.000473903881519436,0.000471560524977172,0.000468482451056872,0.000465753996799417,0.000462423955827068,0.000459173409336861,0.000453671609365937,0.000448477748746716,0.00044169860105727,0.000435692620938002,0.000429964777557805,0.000432746160256843,0.000450876797717828,0.000520371341268138,0.000643418178637795,0.000851771576400597,0.00121339403131028,0.00151359297268514,0.00171813254374811,0.0017096739737273,0.00147564164888818,0.00111504594631297,0.000735104302442484,0.000360436791203554,0.000173957640881601,7.29426843973965e-05,2.00847815075178e-05,5.95929854197904e-06,1.77233140500082e-06,5.71653852422497e-07,3.133230879621e-07,1.22610338583281e-08,2.77053290861564e-07,1.01714642098873e-07,5.67970703752427e-07,0.5,5
