"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","r","depth"
"1",1.48255169081191e-07,2.45196731694575e-07,2.69232448611763e-07,2.75619001149954e-07,1.8384514380956e-07,1.32340821415363e-07,2.08476163291683e-07,2.42564475629479e-07,3.50520655291066e-07,1.95473647099875e-07,2.13396736664609e-07,1.65907633291291e-07,1.5946082156595e-07,3.35850648581982e-07,2.29550729572241e-07,3.76233584447099e-07,1.3115115368384e-07,2.53285908849821e-07,2.37044740734356e-07,2.07325001890283e-07,1,10
"2",0.00112468173289402,0.00104470676781665,0.000977227886591545,0.000903075278101387,0.00084796585966605,0.000788387180916704,0.000756021790278025,0.000720556321571963,0.000577975724857548,0.000481479389605513,0.000433174798860024,0.000396800493747546,0.00037431049148772,0.000363226526184265,0.000350608233379483,0.000467566734991829,0.0020482631045585,0.00121605788988659,3.44881840204645e-05,1.37038053524724e-07,0.2,2
"3",0.00046698884345177,0.000426286920439118,0.000398443333483271,0.000366842180532005,0.000335148353888894,0.00031757444220933,0.000299830925719547,0.000284840036902295,0.000250932469831711,0.000224479969685427,0.00020238134128788,0.000186628090196905,0.000176637581826987,0.000171349981365593,0.000163674447561118,0.000179343802408628,0.000492227051653801,0.000268112765933239,7.50150684824409e-06,2.2194720427942e-07,0.6,6
"4",0.00338308314014687,0.00311992759604389,0.00287452032874734,0.00259282450094393,0.00242661037385981,0.00232756412716078,0.00227726764378517,0.00227998105795715,0.00161855098118042,0.00109993890050503,0.000925584555056834,0.000834418874287416,0.000798137579190293,0.000817852229485252,0.000835754678134013,0.00173617476993405,0.0126377699607496,0.0079315594425044,0.000227309097978975,2.64228773191851e-07,0,0
"5",0.0033031912663094,0.00305826226683046,0.00284052266247977,0.00261161785458831,0.0024333164847657,0.00228212363586827,0.00216053680812494,0.0020426552870763,0.00174690275358311,0.0015423325248121,0.00139452392713182,0.00128710092897338,0.00120330240975998,0.00116204008356796,0.00111368148005282,0.0012935409803972,0.00418057963395925,0.00236051352393621,6.60793555698103e-05,2.59642003278451e-07,0.3,3
"6",0.00267244615179074,0.00246414579260119,0.00227241751813367,0.00205018076200457,0.00191750635588163,0.00183835802321145,0.00179673953891654,0.00179593278857442,0.00127968694238101,0.000874941833728547,0.000736893599263165,0.000664650440509422,0.00063648587370201,0.000651351255232908,0.000664320093138178,0.00136437725508927,0.00983963706690869,0.00617103635514381,0.000176853724740805,2.2509405712e-07,0,0
"7",0.00303253934434632,0.00281181779335609,0.00259787098762788,0.00238909924027397,0.0022393207252318,0.00209483835843684,0.00198200725291904,0.00187499881265786,0.00160034204975479,0.00141401129119047,0.00127902604117329,0.00118542399003064,0.00110214279293362,0.0010636062817559,0.00102123044213459,0.00118680097427103,0.00381026114744359,0.00214908715317202,6.01485600592075e-05,2.07159771503511e-07,0.4,4
"8",0.0127252138931282,0.0117462376016602,0.0109362728393204,0.0100190377920255,0.00936204820369039,0.00881164000083409,0.00849261084034956,0.00822884610427,0.006312720729928,0.00490070114758932,0.00428565561335511,0.00391612934517987,0.00374160714718093,0.00369630978915185,0.0036513870874241,0.00574268752670401,0.0319353232950485,0.0195331118700362,0.000557032569441274,5.10530399280157e-07,0,0
"9",0.00303240093915467,0.0028119890623285,0.0025978311555765,0.00238901252853757,0.00223952728452207,0.00209496055053901,0.00198197356662788,0.00187497840109223,0.00160054345974991,0.00141412381921272,0.00127889574414607,0.00118532170979237,0.00110184166896608,0.00106373603364107,0.00102142836303685,0.00118683429361374,0.00380989599940718,0.00214896628136422,6.03222934626924e-05,2.717771290446e-07,0.4,4
"10",2.42204903425383e-07,3.22671806040619e-07,2.55769733029107e-07,2.96625280442337e-07,2.13203183064858e-07,1.71099926389399e-07,2.82065241841511e-07,1.99776777132813e-07,2.94518293524604e-07,3.0909479382847e-07,1.92301111074076e-07,2.83919218949796e-07,2.42886207177348e-07,2.04003871618105e-07,2.74172521528921e-07,1.42689884529405e-07,2.68450551289355e-07,2.25903706869022e-07,3.49627951514863e-07,3.156776357043e-07,1,10
"11",0.0133332459180242,0.0123392204793201,0.0114707284997782,0.0105126822280396,0.00983681372605951,0.00924052396319854,0.00888604783849518,0.00857416579440214,0.00666992910181496,0.0052961688783406,0.00466499130448794,0.00427108592541203,0.00405677915975333,0.00398881194418129,0.00391470364056707,0.00589479745094966,0.0310631173607559,0.0188881546638355,0.000537962128377688,5.49358618732263e-07,0,0
"12",0.00522994147008203,0.00485738847536001,0.00452091596489236,0.0041566308318796,0.00389014890742435,0.00363491028786431,0.00346642815154069,0.0032940498220817,0.00269923477002825,0.00229246167388052,0.0020595454360391,0.00189613623586661,0.00178027999039122,0.00172683920135593,0.00166579963178947,0.00214029587567917,0.00870242702363819,0.0051126447251853,0.000144769840140233,3.29225961628243e-07,0.1,1
"13",0.0048081476411378,0.00443139675046107,0.00410688773443534,0.00373560060595931,0.00348990824858079,0.00331468038311655,0.00321557509283264,0.00316310562269019,0.00233878308702828,0.00170855342855415,0.00146593178178336,0.00133221470294872,0.00127731246599867,0.00128252481550355,0.00128788045565493,0.00231045553870489,0.0148330345143537,0.00920676454556658,0.000263332207440875,3.1712474635452e-07,0,0
"14",2.9463467884454e-07,9.65347373858094e-08,2.31352821524654e-07,2.79193088833597e-07,2.2443023350622e-07,2.4370947114325e-07,2.0286541186007e-07,1.70266792510769e-07,2.01890044557374e-07,2.70824152577136e-07,4.27764887766292e-07,2.30143011813717e-07,3.35576270729126e-07,3.03953325619832e-07,1.45672578675052e-07,2.0586372676882e-07,2.93250445853032e-07,1.75785712254721e-07,2.25336080860524e-07,2.74826570347484e-07,1,10
"15",2.43657275080858e-07,1.13050943573139e-07,2.04159684723154e-07,9.27378829302532e-08,2.04345818498128e-07,3.20800580306067e-07,1.85038197541698e-07,2.34307800973987e-07,3.40430516040041e-07,2.11708331037135e-07,3.90159891630035e-07,2.69091244631757e-07,1.53496228091951e-07,2.95832911484121e-07,3.35666905755975e-07,1.53789050100992e-07,2.4031124698619e-07,3.12043642425644e-07,1.86157091853342e-07,1.15037767682225e-07,1,10
"16",0.00397741983828084,0.00366684980359373,0.00340127056424756,0.00314619379131382,0.00294915786716677,0.00275125583539301,0.00264758367958848,0.0025507246887546,0.00198432124637131,0.00158833586686815,0.00139473930791302,0.00127728305174355,0.00122648641504473,0.00120248190381974,0.00118146096187269,0.00173061604455678,0.008724318360975,0.00527511652204547,0.000150229304943471,2.1943003525461e-07,0.1,1
"17",0.000666770665401006,0.000608033894679586,0.000571035561889515,0.00052622045966877,0.000476284362510262,0.000452402363525639,0.000424962959601673,0.000399391124533339,0.000355970880800244,0.000323353442584257,0.000290764401966887,0.000265573767585716,0.000254512732542151,0.000246919796505179,0.000235466710644474,0.000254031100655042,0.000668192226326361,0.000359446282876744,1.01036149723492e-05,5.15076866638261e-07,0.7,7
"18",0.00980926558361859,0.00904506963423723,0.00838364362180215,0.00762552814167039,0.00712186714799007,0.0067623549635123,0.00655818888249103,0.00644600668738244,0.0047761642095563,0.00350309124790383,0.00301011590944508,0.00273676825905115,0.00262253289692331,0.00262977152438119,0.00263706534310861,0.0046966573466753,0.0299507259654964,0.0185781690469096,0.000531269906820467,4.48610273536959e-07,0,0
"19",3.60285763074422e-07,3.48981964291029e-07,1.92112321810176e-07,2.53056150728038e-07,1.95945713447318e-07,1.95975630943264e-07,2.17158907913559e-07,1.21773557271808e-07,1.28063765066188e-07,1.52818353780146e-07,2.07589521294548e-07,2.10031303222336e-07,1.40056927577548e-07,3.14112624020449e-07,1.04632795633127e-07,1.7905689853554e-07,2.01381489013632e-07,3.07414637457225e-07,2.07880078371437e-07,2.47398219226549e-07,1,10
"20",0.000545060792076055,0.000509392002693164,0.000469446108814272,0.000431021478328333,0.000406652552761261,0.000378601837316785,0.00035784446944546,0.000335837315916478,0.000283448668017198,0.000250143417640635,0.000226576958438488,0.000209355888495716,0.000194415644365873,0.000187365231115107,0.000180041081730428,0.000214588912877395,0.000732854308552898,0.000418301472204457,1.18011487607145e-05,1.87039386469364e-07,0.4,4
